area,Typeoflocation,time,Weather,typeofvehicle,ageofvehicle,natureofaccidents,causeofaccidents,accidentvictimsage,eduofdriver,accordingtoResponsibilitiesofDriver,speed,roadconditions,roadfeature,typeofjunction,typeoftrafficcontrol,OwnerofTypeofVehiclesandTypeofLicence,Gender
Magarpatta City-Hadapsar,narrow bridge or culverts,9pm-12am,light rain,"trucks ,tempos,tracto",2-4year,right turn collision,weather condition,10-14years,upto 8th std,cut in sharply after passing,>70,Kutcha Roads,4 Lanes or more with central divider,round about junction,flashing signal/blinker,paid driver,female
Sangamvadi,near hospital,9am-12pm,fine,"trucks ,tempos,tracto",6-8year,rear end collision,defect in condition of motor vehicle,25-34years,not known,other improper passsing,50-70,Wet road,3 Lanes or more without central Divider Median,four arm junction,uncontolled,without licence,male
Navale bridge,open area,3am-6am,light rain,"trucks ,tempos,tracto",2-4year,rear end collision,defect in road condition,15-17years,9-10std,give improper signal,50-70,Kutcha Roads,single lane,junction with >4 arms,police controlled,paid driver,female
Khadi Machiine Chowk,near school/college,6am-9am,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,rear end collision,poor light,6-9years,not known,on wrong side of the road,50-70,rutted/pot holes,4 Lanes or more with central divider,v junction,police controlled,owner of public commercial vehicle,male
Bhumkar Chowk,at pedestrian crossing,6am-9am,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,rear end collision,poor light,unknown age,9-10std,on wrong side of the road,>70,road under construction/repair,two lane,t junction,traffic light signal,owner of public commercial vehicle,male
Chandani Chowk-Bavdhan,narrow bridge or culverts,6am-9am,fine,other motor vehicles,4-6year,collision brush/side swip,fault of pedestrian,21-24years,9-10std,did not give right of way to pedestrian,>70,road under construction/repair,single lane,t junction,flashing signal/blinker,owner of private vehicle,female
Navale bridge,near a recreation place/cinema,9pm-12am,fine,2 wheeler,>10,right turn collision,defect in condition of motor vehicle,45-54years,above 10th std,did not give right of way to pedestrian,>70,incline road,3 Lanes or more without central Divider Median,staggered jucntion,police controlled,owner of private vehicle,female
Navale bridge,near hospital,9am-12pm,fine,2 wheeler,8-10year,right turn collision,neglect of civic bodies,18-20years,above 10th std,followed too closely,30-50,incline road,single lane,t junction,police controlled,others,male
Chandani Chowk-Bavdhan,open area,9am-12pm,heavy rain,other motor vehicles,6-8year,right turn collision,poor light,unknown age,not known,other improper passsing,<30,rutted/pot holes,4 Lanes or more with central divider,unmanned rail crossing,flashing signal/blinker,owner of private vehicle,female
Pimple Saudagar,near a recreation place/cinema,12am-3am,light rain,"car/jeep/taxi,buses(4 wheeler)",<1,overturning,weather condition,10-14years,above 10th std,passed on curve,30-50,Wet road,single lane,v junction,police controlled,owner of private vehicle,male
Khadi Machiine Chowk,near hospital,9pm-12am,fine,"trucks ,tempos,tracto",2-4year,skiding,weather condition,18-20years,upto 8th std,followed too closely,30-50,Kutcha Roads,two lane,junction with >4 arms,stop sign,others,male
Chandani Chowk-Bavdhan,near a religious place,12pm-3pm,cloudy,other motor vehicles,<1,hit and run,defect in condition of motor vehicle,15-17years,not known,passed on hill,<30,muddy/oily/slippery,4 Lanes or more with central divider,unmanned rail crossing,police controlled,without licence,male
Pimple Saudagar,near a religious place,9am-12pm,light rain,"car/jeep/taxi,buses(4 wheeler)",2-4year,rear end collision,defect in condition of motor vehicle,18-20years,upto 8th std,alcohol intake,>70,Kutcha Roads,single lane,t junction,stop sign,paid driver,male
Bhumkar Chowk,near a recreation place/cinema,3pm-6pm,heavy rain,other motor vehicles,2-4year,right turn collision,neglect of civic bodies,55-64years,not known,cut in sharply after passing,50-70,muddy/oily/slippery,single lane,four arm junction,stop sign,owner of private vehicle,female
Sangamvadi,near a recreation place/cinema,12pm-3pm,light rain,"trucks ,tempos,tracto",8-10year,rear end collision,defect in condition of motor vehicle,45-54years,upto 8th std,passed on curve,>70,incline road,3 Lanes or more without central Divider Median,round about junction,police controlled,others,female
Chandani Chowk-Bavdhan,open area,9pm-12am,cloudy,"car/jeep/taxi,buses(4 wheeler)",2-4year,overturning,defect in road condition,6-9years,above 10th std,passed on curve,30-50,road under construction/repair,4 Lanes or more with central divider,junction with >4 arms,police controlled,others,male
Wadgaon Bridge,near hospital,3pm-6pm,heavy rain,other motor vehicles,8-10year,overturning,defect in road condition,55-64years,above 10th std,other improper passsing,50-70,straight road,two lane,unmanned rail crossing,stop sign,paid driver,male
Wadgaon Bridge,near school/college,3pm-6pm,light rain,"trucks ,tempos,tracto",4-6year,rear end collision,fault of driver,55-64years,not known,failed to give signal,30-50,Surfaced Roads,3 Lanes or more without central Divider Median,v junction,police controlled,paid driver,female
Visharant Wadi,open area,3pm-6pm,light rain,3 wheeler,2-4year,right turn collision,poor light,35-44years,upto 8th std,failed to give signal,<30,incline road,single lane,four arm junction,traffic light signal,without licence,male
Pimple Saudagar,residential area,9am-12pm,heavy rain,2 wheeler,8-10year,right turn collision,neglect of civic bodies,45-54years,above 10th std,followed too closely,30-50,incline road,single lane,round about junction,flashing signal/blinker,regular licence,male
Bhumkar Chowk,narrow bridge or culverts,3am-6am,fine,2 wheeler,4-6year,head on collision,defect in road condition,15-17years,9-10std,other improper passsing,>70,incline road,3 Lanes or more without central Divider Median,t junction,police controlled,owner of public commercial vehicle,male
Khadi Machiine Chowk,near bus stop,12am-3am,heavy rain,3 wheeler,8-10year,right turn collision,defect in road condition,6-9years,not known,on wrong side of the road,50-70,road under construction/repair,3 Lanes or more without central Divider Median,manned rail crossing,traffic light signal,owner of public commercial vehicle,male
Chandani Chowk-Bavdhan,at pedestrian crossing,3am-6am,heavy rain,3 wheeler,4-6year,skiding,weather condition,10-14years,9-10std,excceding lawful speed,30-50,straight road,two lane,manned rail crossing,flashing signal/blinker,without licence,female
Khadi Machiine Chowk,in bazar,3am-6am,cloudy,other motor vehicles,<1,right turn collision,fault of pedestrian,18-20years,9-10std,failed to give signal,>70,speed breaker,single lane,manned rail crossing,stop sign,learners licence,male
Pimple Saudagar,residential area,3am-6am,cloudy,"car/jeep/taxi,buses(4 wheeler)",>10,skiding,weather condition,55-64years,not known,passed on hill,50-70,road under construction/repair,3 Lanes or more without central Divider Median,t junction,traffic light signal,paid driver,female
Visharant Wadi,near petrol pump,9pm-12am,fine,2 wheeler,6-8year,skiding,weather condition,18-20years,above 10th std,passed on hill,50-70,Wet road,3 Lanes or more without central Divider Median,t junction,stop sign,without licence,female
Chandani Chowk-Bavdhan,near petrol pump,12pm-3pm,cloudy,other motor vehicles,4-6year,collision brush/side swip,neglect of civic bodies,10-14years,above 10th std,cut in sharply after passing,50-70,straight road,single lane,staggered jucntion,flashing signal/blinker,owner of public commercial vehicle,male
Pimple Saudagar,near office complex,6pm-9pm,heavy rain,2 wheeler,2-4year,right turn collision,poor light,55-64years,above 10th std,cut in sharply after passing,30-50,speed breaker,4 Lanes or more with central divider,junction with >4 arms,uncontolled,others,female
Bhumkar Chowk,at pedestrian crossing,9pm-12am,cloudy,"trucks ,tempos,tracto",8-10year,right turn collision,fault of pedestrian,6-9years,upto 8th std,did not give right of way to pedestrian,50-70,speed breaker,4 Lanes or more with central divider,round about junction,police controlled,without licence,male
Khadi Machiine Chowk,near office complex,6pm-9pm,heavy rain,3 wheeler,8-10year,skiding,weather condition,unknown age,not known,alcohol intake,30-50,straight road,single lane,unmanned rail crossing,stop sign,others,male
Navale bridge,in bazar,9am-12pm,cloudy,other motor vehicles,8-10year,right turn collision,weather condition,18-20years,9-10std,other improper passsing,<30,Surfaced Roads,two lane,t junction,uncontolled,owner of public commercial vehicle,female
Magarpatta City-Hadapsar,open area,3pm-6pm,fine,3 wheeler,1-2year,rear end collision,neglect of civic bodies,<5years,not known,cut in sharply after passing,50-70,Wet road,single lane,four arm junction,uncontolled,learners licence,female
Bhumkar Chowk,near or inside a village,6pm-9pm,light rain,"trucks ,tempos,tracto",6-8year,hit and run,fault of pedestrian,18-20years,not known,passed on hill,30-50,rutted/pot holes,two lane,unmanned rail crossing,uncontolled,learners licence,female
Sangamvadi,near petrol pump,12pm-3pm,heavy rain,other motor vehicles,8-10year,rear end collision,defect in condition of motor vehicle,18-20years,upto 8th std,followed too closely,50-70,road under construction/repair,4 Lanes or more with central divider,unmanned rail crossing,uncontolled,learners licence,male
Wadgaon Bridge,open area,3pm-6pm,fine,3 wheeler,1-2year,right turn collision,defect in road condition,45-54years,9-10std,passed on hill,<30,Surfaced Roads,two lane,four arm junction,traffic light signal,regular licence,female
Navale bridge,at pedestrian crossing,6am-9am,fine,other motor vehicles,>10,right turn collision,neglect of civic bodies,unknown age,9-10std,cut in sharply after passing,<30,incline road,4 Lanes or more with central divider,t junction,traffic light signal,others,male
Wadgaon Bridge,near bus stop,12pm-3pm,heavy rain,other motor vehicles,8-10year,collision brush/side swip,poor light,6-9years,upto 8th std,cut in sharply after passing,50-70,Wet road,3 Lanes or more without central Divider Median,v junction,police controlled,learners licence,male
Pimple Saudagar,open area,6am-9am,light rain,other motor vehicles,2-4year,rear end collision,poor light,21-24years,upto 8th std,cut in sharply after passing,<30,Kutcha Roads,single lane,round about junction,police controlled,others,female
Visharant Wadi,near or inside a village,6pm-9pm,fine,3 wheeler,2-4year,collision brush/side swip,fault of pedestrian,65 and above,9-10std,did not give right of way to pedestrian,50-70,straight road,3 Lanes or more without central Divider Median,t junction,traffic light signal,without licence,female
Chandani Chowk-Bavdhan,near or inside a village,9am-12pm,cloudy,"trucks ,tempos,tracto",<1,rear end collision,fault of pedestrian,45-54years,not known,failed to give signal,<30,rutted/pot holes,3 Lanes or more without central Divider Median,v junction,traffic light signal,others,female
Khadi Machiine Chowk,near a religious place,9pm-12am,fine,2 wheeler,6-8year,head on collision,weather condition,6-9years,not known,followed too closely,30-50,incline road,two lane,four arm junction,flashing signal/blinker,owner of public commercial vehicle,male
Visharant Wadi,narrow bridge or culverts,6am-9am,cloudy,"trucks ,tempos,tracto",8-10year,overturning,neglect of civic bodies,unknown age,not known,did not give right of way to pedestrian,50-70,Wet road,4 Lanes or more with central divider,staggered jucntion,flashing signal/blinker,owner of public commercial vehicle,female
Magarpatta City-Hadapsar,near school/college,9pm-12am,cloudy,3 wheeler,>10,overturning,fault of driver,25-34years,upto 8th std,alcohol intake,30-50,straight road,4 Lanes or more with central divider,t junction,flashing signal/blinker,owner of private vehicle,female
Khadi Machiine Chowk,residential area,9am-12pm,cloudy,other motor vehicles,6-8year,overturning,weather condition,18-20years,upto 8th std,cut in sharply after passing,30-50,Surfaced Roads,single lane,round about junction,flashing signal/blinker,owner of public commercial vehicle,male
Bhumkar Chowk,near or inside a village,12pm-3pm,fine,2 wheeler,2-4year,right turn collision,weather condition,35-44years,9-10std,alcohol intake,<30,muddy/oily/slippery,two lane,round about junction,stop sign,owner of public commercial vehicle,male
Chandani Chowk-Bavdhan,near a factory or indu. Area,9am-12pm,fine,"car/jeep/taxi,buses(4 wheeler)",4-6year,hit and run,defect in road condition,25-34years,9-10std,did not give right of way to vehicle,30-50,road under construction/repair,4 Lanes or more with central divider,junction with >4 arms,police controlled,owner of private vehicle,female
Chandani Chowk-Bavdhan,open area,12pm-3pm,heavy rain,"trucks ,tempos,tracto",<1,rear end collision,poor light,18-20years,not known,failed to give signal,30-50,rutted/pot holes,two lane,unmanned rail crossing,uncontolled,learners licence,male
Navale bridge,in bazar,12pm-3pm,cloudy,"trucks ,tempos,tracto",2-4year,overturning,neglect of civic bodies,21-24years,not known,excceding lawful speed,>70,rutted/pot holes,3 Lanes or more without central Divider Median,four arm junction,stop sign,owner of public commercial vehicle,male
Khadi Machiine Chowk,near petrol pump,3pm-6pm,fine,other motor vehicles,2-4year,overturning,neglect of civic bodies,unknown age,not known,failed to give signal,<30,Wet road,two lane,unmanned rail crossing,flashing signal/blinker,learners licence,female
Visharant Wadi,near school/college,12am-3am,fine,"car/jeep/taxi,buses(4 wheeler)",>10,collision brush/side swip,neglect of civic bodies,<5years,9-10std,followed too closely,30-50,Kutcha Roads,single lane,staggered jucntion,stop sign,owner of private vehicle,male
